selection_index,timestamp,search_kind,search_id,level,endpoint_side,coordinate,radius,p13_abs_kw,p30_abs_kw,vmin_pu,vmin_bus,vmax_pu,vmax_bus,solver_status,binding_mechanism,binding_bus,official_boundary
1,2012-10-15 13:00:00,RAY,90.000000,BASE,SAFE,1.0251953125,1.0251953125,-124.140625,2137.7789917,0.999797771371,22,1.04999575167,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,90.000000,BASE,VIOLATING,1.025390625,1.025390625,-124.140625,2138.2220459,0.999797991983,22,1.0500079015,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,100.000000,BASE,SAFE,1.1052734375,1.1052734375,-428.002771504,2281.34054763,0.996776103892,18,1.04999713152,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,100.000000,BASE,VIOLATING,1.10546875,1.10546875,-428.056466882,2281.77687084,0.99677879599,18,1.05000835033,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,110.000000,BASE,SAFE,1.2435546875,1.2435546875,-797.509769409,2462.9909272,0.981592170338,18,1.04999320101,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,110.000000,BASE,VIOLATING,1.24375,1.24375,-797.615528659,2463.40726196,0.981592085545,18,1.05000308273,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,120.000000,BASE,SAFE,1.481640625,1.481640625,-1297.00965881,2722.90681082,0.960053336634,18,1.04999340261,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,120.000000,BASE,VIOLATING,1.48203125,1.48203125,-1297.31887817,2723.6742032,0.96004694421,18,1.05000966656,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,130.000000,BASE,SAFE,1.9375,1.9375,-2095.86337021,3179.02763654,0.922705606985,18,1.04999853612,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,130.000000,BASE,VIOLATING,1.9376953125,1.9376953125,-2096.06213258,3179.36703574,0.922698576195,18,1.05000440463,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,140.000000,BASE,SAFE,1.8095703125,1.8095703125,-2318.79465909,2450.76453076,0.900003907251,18,1.02618836316,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,140.000000,BASE,VIOLATING,1.809765625,1.809765625,-2319.03153486,2451.04932051,0.899993509952,18,1.02619226166,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,150.000000,BASE,SAFE,1.424609375,1.424609375,-2077.41417034,1428.00616455,0.900003346532,18,1.00058498444,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,150.000000,BASE,VIOLATING,1.4248046875,1.4248046875,-2077.68196216,1428.22769165,0.899990659465,18,1.0005869394,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,160.000000,BASE,SAFE,1.1966796875,1.1966796875,-1904.47006795,740.633013818,0.900008139071,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,160.000000,BASE,VIOLATING,1.196875,1.196875,-1904.7606391,740.784547279,0.89999337354,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,170.000000,BASE,SAFE,1.05517578125,1.05517578125,-1769.31869572,227.831832117,0.900003059217,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,170.000000,BASE,VIOLATING,1.0552734375,1.0552734375,-1769.47095653,227.870299894,0.89999479965,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,180.000000,BASE,SAFE,0.9671875,0.9671875,-1655.39489746,-187.8125,0.900001840002,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,180.000000,BASE,VIOLATING,0.96728515625,0.96728515625,-1655.54950714,-187.8125,0.899992906201,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,190.000000,BASE,SAFE,0.91640625,0.91640625,-1552.95608225,-548.794120785,0.900005698249,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,190.000000,BASE,VIOLATING,0.91650390625,0.91650390625,-1553.10834307,-548.832588562,0.89999632019,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,200.000000,BASE,SAFE,0.89482421875,0.89482421875,-1455.39235389,-882.063050279,0.900006699386,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,200.000000,BASE,VIOLATING,0.894921875,0.894921875,-1455.53763946,-882.138817009,0.899997122946,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,210.000000,BASE,SAFE,0.89921875,0.89921875,-1357.05417076,-1207.7232666,0.900006433626,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,210.000000,BASE,VIOLATING,0.89931640625,0.89931640625,-1357.18806667,-1207.83403015,0.899996910003,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,220.000000,BASE,SAFE,0.930078125,0.930078125,-1252.14305461,-1543.98128796,0.900005867406,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,220.000000,BASE,VIOLATING,0.93017578125,0.93017578125,-1252.26149249,-1544.12368284,0.899996641843,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,230.000000,BASE,SAFE,0.99169921875,0.99169921875,-1133.35657649,-1911.11197513,0.900004806033,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,230.000000,BASE,VIOLATING,0.991796875,0.991796875,-1133.45595768,-1911.28167473,0.899996105206,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,240.000000,BASE,SAFE,0.9630859375,0.9630859375,-886.520957947,-2079.81842165,0.90000578269,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,240.000000,BASE,VIOLATING,0.96318359375,0.96318359375,-886.598262787,-2080.01026975,0.899996708371,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,250.000000,BASE,SAFE,0.940234375,0.940234375,-633.265654243,-2192.04804241,0.90000335145,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,250.000000,BASE,VIOLATING,0.94033203125,0.94033203125,-633.318533867,-2192.25620979,0.899994063569,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,260.000000,BASE,SAFE,0.944921875,0.944921875,-383.918865817,-2298.74419189,0.900001494257,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,260.000000,BASE,VIOLATING,0.94501953125,0.94501953125,-383.945713506,-2298.9623535,0.899992241098,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,270.000000,BASE,SAFE,0.9779296875,0.9779296875,-124.140625,-2406.18487549,0.900000349331,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,270.000000,BASE,VIOLATING,0.97802734375,0.97802734375,-124.140625,-2406.40640259,0.899991381091,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,280.000000,BASE,SAFE,1.0443359375,1.0443359375,162.968563435,-2520.83270598,0.900000179304,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,280.000000,BASE,VIOLATING,1.04443359375,1.04443359375,162.995411124,-2521.05086759,0.899991737644,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,290.000000,BASE,SAFE,1.15546875,1.15546875,501.531097684,-2650.84894971,0.900004406079,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,290.000000,BASE,VIOLATING,1.15556640625,1.15556640625,501.583977309,-2651.05711709,0.89999671405,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,300.000000,BASE,SAFE,1.33427734375,1.33427734375,932.075405121,-2809.03303412,0.900005899293,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,300.000000,BASE,VIOLATING,1.334375,1.334375,932.152709961,-2809.22488222,0.899999150574,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,310.000000,BASE,SAFE,1.628515625,1.628515625,1533.14004532,-3017.72309057,0.900005274025,33,1.00876083618,13,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,310.000000,BASE,VIOLATING,1.6287109375,1.6287109375,1533.33880769,-3018.06248978,0.899993967856,33,1.00876321362,13,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,330.000000,BASE,SAFE,1.702734375,1.702734375,2210.46847402,-2119.08575439,0.943860394511,33,1.04999208655,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
1,2012-10-15 13:00:00,RAY,330.000000,BASE,VIOLATING,1.703125,1.703125,2211.00405766,-2119.52880859,0.943850564124,33,1.0500058724,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
1,2012-10-15 13:00:00,RAY,340.000000,BASE,SAFE,1.345703125,1.345703125,1877.89460626,-1231.87804435,0.971262884497,33,1.04999100048,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
1,2012-10-15 13:00:00,RAY,340.000000,BASE,VIOLATING,1.34609375,1.34609375,1878.47574856,-1232.18111127,0.971259474012,33,1.05000922401,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
1,2012-10-15 13:00:00,RAY,350.000000,BASE,SAFE,1.1517578125,1.1517578125,1671.62338852,-641.501463719,0.988445883255,33,1.04999549975,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
1,2012-10-15 13:00:00,RAY,350.000000,BASE,VIOLATING,1.151953125,1.151953125,1671.92791014,-641.578399273,0.988446967525,33,1.050006329,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
1,2012-10-15 13:00:00,RAY,55.000000,ADAPTIVE,SAFE,1.0298828125,1.0298828125,811.083605088,1725.91081468,1,1,1.04999925055,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,55.000000,ADAPTIVE,VIOLATING,1.02998046875,1.02998046875,811.172285557,1726.09227906,1,1,1.05000530709,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,105.000000,ADAPTIVE,SAFE,1.1654296875,1.1654296875,-601.690731075,2365.80986354,0.989714565434,18,1.04999860121,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,105.000000,ADAPTIVE,VIOLATING,1.165625,1.165625,-601.770762934,2366.23782104,0.989715904195,18,1.05000920182,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,115.000000,ADAPTIVE,SAFE,1.3458984375,1.3458984375,-1024.66855438,2579.2235575,0.971952380902,18,1.04999779486,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,115.000000,ADAPTIVE,VIOLATING,1.34609375,1.34609375,-1024.79923613,2579.62510097,0.971950792368,18,1.05000685529,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,125.000000,ADAPTIVE,SAFE,1.6677734375,1.6677734375,-1638.62568108,2911.23612205,0.944560733993,18,1.04999325072,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
1,2012-10-15 13:00:00,RAY,125.000000,ADAPTIVE,VIOLATING,1.66796875,1.66796875,-1638.80304202,2911.5990508,0.944555770667,18,1.05000033242,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
1,2012-10-15 13:00:00,RAY,145.000000,ADAPTIVE,SAFE,1.590234375,1.590234375,-2186.49026363,1881.2769033,0.900009476204,18,1.01212891552,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,145.000000,ADAPTIVE,VIOLATING,1.5904296875,1.5904296875,-2186.7435613,1881.53102875,0.899997916858,18,1.01213190159,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,155.000000,ADAPTIVE,SAFE,1.29677734375,1.29677734375,-1984.84665126,1055.38604093,0.900003381672,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,155.000000,ADAPTIVE,VIOLATING,1.296875,1.296875,-1984.98677522,1055.47966232,0.89999650131,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,165.000000,ADAPTIVE,SAFE,1.1177734375,1.1177734375,-1833.50324029,468.448859081,0.90000174494,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
1,2012-10-15 13:00:00,RAY,165.000000,ADAPTIVE,VIOLATING,1.11787109375,1.11787109375,-1833.65258177,468.506194514,0.899993900571,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
1,2012-10-15 13:00:00,RAY,235.000000,ADAPTIVE,SAFE,0.98564453125,0.98564453125,-1019.19260246,-2019.33245212,0.90000851135,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,235.000000,ADAPTIVE,VIOLATING,0.9857421875,0.9857421875,-1019.28128293,-2019.5139165,0.899999633273,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,295.000000,ADAPTIVE,SAFE,1.23427734375,1.23427734375,701.702685078,-2725.36646392,0.900004802227,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,295.000000,ADAPTIVE,VIOLATING,1.234375,1.234375,701.768025952,-2725.56723565,0.89999755989,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,305.000000,ADAPTIVE,SAFE,1.4623046875,1.4623046875,1203.76072351,-2905.06007387,0.900004537083,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,305.000000,ADAPTIVE,VIOLATING,1.4625,1.4625,1203.93808444,-2905.42300262,0.899992103339,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,315.000000,ADAPTIVE,SAFE,1.8490234375,1.8490234375,1945.82940098,-3153.69701391,0.900000084652,33,1.02318285341,13,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
1,2012-10-15 13:00:00,RAY,315.000000,ADAPTIVE,VIOLATING,1.84912109375,1.84912109375,1945.93872653,-3153.85365722,0.899995019245,33,1.02318453273,13,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
1,2012-10-15 13:00:00,RAY,335.000000,ADAPTIVE,SAFE,1.4943359375,1.4943359375,2020.03616646,-1620.40712861,0.959514047879,33,1.04999331751,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
1,2012-10-15 13:00:00,RAY,335.000000,ADAPTIVE,VIOLATING,1.49453125,1.49453125,2020.31641438,-1620.5943714,0.959510814896,33,1.05000139284,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
1,2012-10-15 13:00:00,RAY,345.000000,ADAPTIVE,SAFE,1.235546875,1.235546875,1765.32781888,-913.220390538,0.980634740735,33,1.04999823803,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
1,2012-10-15 13:00:00,RAY,345.000000,ADAPTIVE,VIOLATING,1.2357421875,1.2357421875,1765.62650184,-913.335061403,0.980634466585,33,1.05000826462,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,AXIS,P13_POSITIVE,AXIS,SAFE,1458.75,NaN,1458.75,0,0.999505056384,22,1.04999392069,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,AXIS,P13_POSITIVE,AXIS,VIOLATING,1459.0625,NaN,1459.0625,0,0.999505212265,22,1.05000618838,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,AXIS,P13_NEGATIVE,AXIS,SAFE,1707.5,NaN,-1707.5,0,0.900008343609,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
2,2011-12-15 05:30:00,AXIS,P13_NEGATIVE,AXIS,VIOLATING,1707.8125,NaN,-1707.8125,0,0.899990226326,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
2,2011-12-15 05:30:00,AXIS,P30_POSITIVE,AXIS,SAFE,2080.3125,NaN,0,2080.3125,0.999838996506,22,1.04999707105,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
2,2011-12-15 05:30:00,AXIS,P30_POSITIVE,AXIS,VIOLATING,2080.625,NaN,0,2080.625,0.999839152123,22,1.05000565265,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
2,2011-12-15 05:30:00,AXIS,P30_NEGATIVE,AXIS,SAFE,2456.5625,NaN,0,-2456.5625,0.900000813856,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
2,2011-12-15 05:30:00,AXIS,P30_NEGATIVE,AXIS,VIOLATING,2456.71875,NaN,0,-2456.71875,0.899994476535,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
2,2011-12-15 05:30:00,RAY,0.000000,BASE,SAFE,1.038671875,1.038671875,1519.97241211,-188.125,0.999429529157,22,1.04999607898,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,0.000000,BASE,VIOLATING,1.0388671875,1.0388671875,1520.28161621,-188.125,0.999429683376,22,1.05000818596,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,10.000000,BASE,SAFE,0.9751953125,0.9751953125,1396.02643623,196.01422263,0.999582705995,22,1.04999477709,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,10.000000,BASE,VIOLATING,0.975390625,0.975390625,1396.33094283,196.091158184,0.99958290036,22,1.0500077246,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,20.000000,BASE,SAFE,0.948046875,0.948046875,1285.98776814,547.418418324,0.999719241657,22,1.04999605219,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,20.000000,BASE,VIOLATING,0.9482421875,0.9482421875,1286.27832495,547.569951785,0.999719468174,22,1.05000939431,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,30.000000,BASE,SAFE,0.9521484375,0.9521484375,1181.04570867,891.819610596,0.99984989893,22,1.04999898489,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,30.000000,BASE,VIOLATING,0.95224609375,0.95224609375,1181.17959798,891.930374146,0.999850023936,22,1.05000562827,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,40.000000,BASE,SAFE,0.9880859375,0.9880859375,1073.9203999,1252.62634362,0.999983544655,22,1.04999997689,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,40.000000,BASE,VIOLATING,0.98818359375,0.98818359375,1074.03883194,1252.76873849,0.999983676767,22,1.05000636952,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,50.000000,BASE,SAFE,1.0623046875,1.0623046875,956.640202931,1657.86728857,1,1,1.04999047177,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
2,2011-12-15 05:30:00,RAY,50.000000,BASE,VIOLATING,1.0625,1.0625,956.838955497,1658.20668778,1,1,1.05000232239,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
2,2011-12-15 05:30:00,RAY,60.000000,BASE,SAFE,1.004296875,1.004296875,670.588745117,1784.84081812,1,1,1.04999907482,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
2,2011-12-15 05:30:00,RAY,60.000000,BASE,VIOLATING,1.00439453125,1.00439453125,670.666046143,1785.03266621,1,1,1.05000529087,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
2,2011-12-15 05:30:00,RAY,70.000000,BASE,SAFE,0.9791015625,0.9791015625,405.769958071,1898.96115997,0.999967182207,22,1.04999870489,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
2,2011-12-15 05:30:00,RAY,70.000000,BASE,VIOLATING,0.97919921875,0.97919921875,405.822835087,1899.16932735,0.999967313792,22,1.05000508468,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
