selection_index,timestamp,level,angle_deg,parent_start_angle_deg,parent_end_angle_deg,adaptive_triggers,status,no_reentry_statement,official_boundary_r,binding_mechanism,binding_bus,safe_r,safe_p13_abs_kw,safe_p30_abs_kw,safe_vmin_pu,safe_vmin_bus,safe_vmax_pu,safe_vmax_bus,safe_solver_status,violating_r,violating_p13_abs_kw,violating_p30_abs_kw,violating_vmin_pu,violating_vmin_bus,violating_vmax_pu,violating_vmax_bus,violating_solver_status,sweep_point_count,refinement_steps,unresolved_point_count,bracket_width_kw
2,2011-12-15 05:30:00,ADAPTIVE,305,300,310,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.46220703125,BINDING_VMIN,33,1.46220703125,1203.37214557,-2905.19110949,0.900006181678,33,1,1,CONVERGED_FEASIBLE,1.4623046875,1203.46082167,-2905.37257387,0.899999964848,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.201972199751
2,2011-12-15 05:30:00,ADAPTIVE,315,310,320,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.848828125,BINDING_VMIN,33,1.848828125,1945.27424059,-3153.69622728,0.900005273989,33,1.02317089505,13,CONVERGED_FEASIBLE,1.8490234375,1945.4928809,-3154.00951391,0.899995143184,33,1.02317425351,13,CONVERGED_INFEASIBLE,41,8,0,0.382036778248
2,2011-12-15 05:30:00,ADAPTIVE,325,320,330,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_UNBOUNDED_WITHIN_GUARD,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,NaN,RAY_UNBOUNDED_WITHIN_GUARD,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,,,41,0,0,NaN
2,2011-12-15 05:30:00,ADAPTIVE,335,330,340,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.49453125,BINDING_VMAX,13,1.49453125,2019.97621865,-1620.9068714,0.95950695843,33,1.0499933708,13,CONVERGED_FEASIBLE,1.494921875,2020.53668682,-1621.28135699,0.959500491707,33,1.05000952001,13,CONVERGED_INFEASIBLE,41,7,0,0.674065299183
2,2011-12-15 05:30:00,ADAPTIVE,345,340,350,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.235546875,BINDING_VMAX,13,1.235546875,1765.00020586,-913.532890538,0.980631316188,33,1.04999072493,13,CONVERGED_FEASIBLE,1.2357421875,1765.29887409,-913.647561403,0.980631041911,33,1.05000075115,13,CONVERGED_INFEASIBLE,41,8,0,0.319925174411
3,2011-02-06 00:00:00,ADAPTIVE,55,50,60,BINDING_BUS_CHANGE,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9142578125,BINDING_VMAX,30,0.9142578125,1298.4888276,2347.47334644,0.997882402174,22,1.04999462573,30,CONVERGED_FEASIBLE,0.914453125,1298.66753635,2347.84054994,0.997882669001,22,1.05000666664,30,CONVERGED_INFEASIBLE,41,8,0,0.40838123502
3,2011-02-06 00:00:00,ADAPTIVE,105,100,110,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0271484375,BINDING_VMAX,30,1.0271484375,37.8671208959,2905.73119469,0.995447211833,25,1.04999738657,30,CONVERGED_FEASIBLE,1.02734375,37.7864808495,2906.16419287,0.995448268077,25,1.05000801121,30,CONVERGED_INFEASIBLE,41,8,0,0.440443235407
3,2011-02-06 00:00:00,ADAPTIVE,115,110,120,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.181640625,BINDING_VMAX,30,1.181640625,-334.679654438,3086.54566214,0.982980955546,18,1.04999105734,30,CONVERGED_FEASIBLE,1.18203125,-334.943004117,3087.35820822,0.982978057156,18,1.05000932735,30,CONVERGED_INFEASIBLE,41,7,0,0.85415700925
3,2011-02-06 00:00:00,ADAPTIVE,125,120,130,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.453515625,BINDING_VMAX,30,1.453515625,-867.997462207,3361.32221757,0.960360986717,18,1.04999764212,30,CONVERGED_FEASIBLE,1.4537109375,-868.176170966,3361.68942107,0.960356404226,18,1.05000488576,30,CONVERGED_INFEASIBLE,41,8,0,0.40838123502
3,2011-02-06 00:00:00,ADAPTIVE,135,130,140,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_UNBOUNDED_WITHIN_GUARD,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,NaN,RAY_UNBOUNDED_WITHIN_GUARD,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,,,41,0,0,NaN
3,2011-02-06 00:00:00,ADAPTIVE,145,140,150,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.80546875,BINDING_VMIN,18,1.80546875,-1897.32420556,3005.39864944,0.900005702023,18,1.02429340932,30,CONVERGED_FEASIBLE,1.8056640625,-1897.57942812,3005.6557681,0.899994043024,18,1.02429622885,30,CONVERGED_INFEASIBLE,41,8,0,0.362282431304
3,2011-02-06 00:00:00,ADAPTIVE,155,150,160,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.4791015625,BINDING_VMIN,18,1.4791015625,-1676.49247561,2063.28520644,0.900009627089,18,1.00098712631,30,CONVERGED_FEASIBLE,1.479296875,-1676.77485322,2063.47465467,0.899995842468,18,1.00098788515,30,CONVERGED_INFEASIBLE,41,8,0,0.340040797604
3,2011-02-06 00:00:00,ADAPTIVE,165,160,170,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.27890625,BINDING_VMIN,18,1.27890625,-1508.6854843,1388.30262023,0.900004546666,18,1,1,CONVERGED_FEASIBLE,1.27900390625,-1508.83596067,1388.36063098,0.899996725809,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.16127116104
3,2011-02-06 00:00:00,ADAPTIVE,225,220,230,BINDING_BUS_CHANGE,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.1021484375,BINDING_VMIN,18,1.1021484375,-781.271463302,-1160.10559645,0.900005396296,18,1,1,CONVERGED_FEASIBLE,1.10224609375,-781.381619654,-1160.26408478,0.899996519524,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.193010295434
3,2011-02-06 00:00:00,ADAPTIVE,295,290,300,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.3583984375,BINDING_VMIN,33,1.3583984375,1377.75163425,-2197.03526635,0.900004235186,33,1,1,CONVERGED_FEASIBLE,1.35849609375,1377.81747167,-2197.23840287,0.899996999901,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.213539252312
3,2011-02-06 00:00:00,ADAPTIVE,305,300,310,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.6041015625,BINDING_VMIN,33,1.6041015625,1929.68816568,-2387.2486182,0.90000305496,33,1.0100536373,13,CONVERGED_FEASIBLE,1.604296875,1929.86687444,-2387.6158217,0.899990584279,33,1.01005478435,13,CONVERGED_INFEASIBLE,41,8,0,0.40838123502
3,2011-02-06 00:00:00,ADAPTIVE,315,310,320,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_UNBOUNDED_WITHIN_GUARD,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,NaN,RAY_UNBOUNDED_WITHIN_GUARD,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,,,41,0,0,NaN
3,2011-02-06 00:00:00,ADAPTIVE,325,320,330,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.645703125,BINDING_VMAX,13,1.645703125,2612.45840273,-1537.88808499,0.941225839674,33,1.04999739469,13,CONVERGED_FEASIBLE,1.64609375,2612.96884784,-1538.40232231,0.941213205668,33,1.05000907371,13,CONVERGED_INFEASIBLE,41,7,0,0.724564862608
3,2011-02-06 00:00:00,ADAPTIVE,335,330,340,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.2404296875,BINDING_VMAX,13,1.2404296875,2255.33329263,-574.591967659,0.970582765782,33,1.04999332114,13,CONVERGED_FEASIBLE,1.240625,2255.61567024,-574.78141589,0.970579720186,33,1.05000153394,13,CONVERGED_INFEASIBLE,41,8,0,0.340040797604
3,2011-02-06 00:00:00,ADAPTIVE,345,340,350,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0318359375,BINDING_VMAX,13,1.0318359375,2051.8865051,15.6520943177,0.987502310584,33,1.04999437953,13,CONVERGED_FEASIBLE,1.03203125,2052.18745785,15.5360728042,0.987502078658,33,1.05000445609,13,CONVERGED_INFEASIBLE,41,8,0,0.32254232208
4,2010-12-21 11:30:00,ADAPTIVE,55,50,60,BINDING_BUS_CHANGE,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0193359375,BINDING_VMAX,30,1.0193359375,855.270594007,1782.47553113,0.999887113356,22,1.04999522067,30,CONVERGED_FEASIBLE,1.01953125,855.448077475,1782.83884736,0.999887383757,22,1.0500073271,30,CONVERGED_INFEASIBLE,41,8,0,0.404350175722
4,2010-12-21 11:30:00,ADAPTIVE,105,100,110,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.152734375,BINDING_VMAX,30,1.152734375,-543.689980088,2414.82990248,0.990475117789,18,1.04999533889,30,CONVERGED_FEASIBLE,1.1529296875,-543.770067238,2415.25831688,0.99047645801,18,1.05000594176,30,CONVERGED_INFEASIBLE,41,8,0,0.435835803905
4,2010-12-21 11:30:00,ADAPTIVE,115,110,120,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.330859375,BINDING_VMAX,30,1.330859375,-962.096234484,2625.36652389,0.972970168601,18,1.04999895686,30,CONVERGED_FEASIBLE,1.3310546875,-962.227006513,2625.76849606,0.972968593294,18,1.05000802424,30,CONVERGED_INFEASIBLE,41,8,0,0.42270906426
4,2010-12-21 11:30:00,ADAPTIVE,125,120,130,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.648046875,BINDING_VMAX,30,1.648046875,-1568.6211272,2951.99047658,0.946039891816,18,1.04999866992,30,CONVERGED_FEASIBLE,1.6482421875,-1568.79861067,2952.35379281,0.946034965652,18,1.05000576709,30,CONVERGED_INFEASIBLE,41,8,0,0.404350175722
4,2010-12-21 11:30:00,ADAPTIVE,135,130,140,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,RAY_UNBOUNDED_WITHIN_GUARD,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,NaN,RAY_UNBOUNDED_WITHIN_GUARD,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,,,41,0,0,NaN
4,2010-12-21 11:30:00,ADAPTIVE,145,140,150,NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.6099609375,BINDING_VMIN,18,1.6099609375,-2160.39076897,1983.32064435,0.900002909022,18,1.01325565649,30,CONVERGED_FEASIBLE,1.61015625,-2160.64424163,1983.57504112,0.899991340021,18,1.01325862677,30,CONVERGED_INFEASIBLE,41,8,0,0.359118508266
