timestamp,constraint_id,constraint_type,level,normalized_angle_deg,production_guard_radius,a13_unit,a30_unit,b_kw,center_slack_kw,guard_endpoint_p13_abs_kw,guard_endpoint_p30_abs_kw,guard_endpoint_halfspace_residual_kw,source_semantic_class,policy_semantic_class
2011-02-05 18:00:00,GUARD_CAP_ADAPTIVE_145DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,145,2,-0.900245678966027,0.435382265949128,3138.46415393841,3546.49781924481,-1277.41362042,4567.20040621,-3.4638105717022e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-02-05 18:00:00,GUARD_CAP_BASE_310DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,310,2,0.77208086153279,-0.635524305793874,3731.35283002977,3876.13113592568,3440.31132857,-1691.75952158,-4.12273948313668e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-02-06 00:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.821139278785572,0.570727855317673,3684.41196234072,3704.98385543237,-1794.04896329,3874.43484652,3.65162122761831e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-02-06 00:00:00,GUARD_CAP_BASE_140DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,140,2,-0.863824856969686,0.503792235431732,3515.34465647446,3597.71059811337,-1982.08773188,3579.18974959,-1.56387613969855e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-02-06 00:00:00,GUARD_CAP_ADAPTIVE_315DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,315,2,0.821139278785572,-0.570727855317673,3725.55574852401,3704.98385543237,2717.95521329,-2617.24734652,3.65162122761831e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-02-06 00:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863824856969686,-0.503792235431732,3680.07653975228,3597.71059811337,2905.99398188,-2322.00224959,-1.56387613969855e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-04 18:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820524015398036,0.571612053892397,3675.042661734,3686.97758445348,-2106.01818679,3406.16358482,4.66525307274424e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-04 18:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.86332040187666,-0.504656203472743,3610.89973197428,3580.81793790162,2574.68964857,-2750.62036355,8.08540789876133e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-08 11:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820116484190242,0.572196602890508,3667.99268089237,3674.81672077331,-2314.95489202,3092.39867006,1.53386281454004e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-08 11:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.862986128791659,-0.505227613569553,3565.07448683303,3569.39814263315,2352.63269024,-3037.80923249,-3.62433638656512e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-08 12:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820167579135941,0.572123362688756,3669.07568631685,3676.49553456427,-2288.33877549,3132.63629745,-2.36877895076759e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-03-08 12:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863028044892808,-0.505156009296631,3571.00028532751,3570.97976575401,2381.0902458,-3001.15726208,2.53476173384115e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-11 17:30:00,GUARD_CAP_BASE_140DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,140,2,-0.864091192351385,0.503335287160321,3495.27306883145,3606.92728289031,-1811.18742632,3834.90292712,3.13912096316926e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-11 17:30:00,GUARD_CAP_ADAPTIVE_315DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,315,2,0.82146424044393,-0.570260029873984,3740.74648023449,3714.79998848158,2899.44379328,-2383.04811084,8.89485818333924e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-11 18:00:00,GUARD_CAP_BASE_140DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,140,2,-0.864121771580353,0.503282787189103,3494.0045764518,3607.40743769015,-1800.33306521,3851.30910107,5.41649569640867e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-11 18:00:00,GUARD_CAP_ADAPTIVE_315DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,315,2,0.821501556287307,-0.57020627234145,3741.50860548571,3715.33179285137,2910.75851415,-2368.11838388,5.15228748554364e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-16 07:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820841782376196,0.571155642802791,3679.84837563223,3696.02350126413,-1949.25232504,3641.4253261,1.55523594003171e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-05-16 07:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863580970610535,-0.504210181570509,3645.55425380361,3589.29677567141,2741.12306522,-2535.39611714,-1.67437974596396e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-11 00:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820217393197701,0.572051945102862,3669.7170365956,3677.80629672872,-2263.2204381,3169.96434353,-2.40424924413674e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-11 00:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863068908549555,-0.505086189768716,3576.39645401856,3572.20508907852,2407.58966246,-2966.78210997,-5.27188603882678e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-30 05:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.8200745748387,0.572256665931577,3667.03181210283,3673.17923063691,-2342.82100854,3050.63090311,3.46062734024599e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-30 05:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.86295174686896,-0.505286337214662,3558.93527706489,3567.84780613837,2322.92513469,-3076.20226346,-3.18232196150348e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-30 05:30:00,GUARD_CAP_ADAPTIVE_325DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,325,2,0.898482435732696,-0.439009467642604,3450.80863608478,3473.91227216204,2491.12686527,-2762.07005049,-6.4301275415346e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-30 11:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.82020572279851,0.572068677947476,3669.34436596836,3677.02900106305,-2276.84099636,3149.73782049,-2.74712874670513e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-09-30 11:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863059335191405,-0.505102547943454,3573.34266209755,3571.46131289387,2393.04838469,-2985.53218603,4.81395545648411e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-11-14 17:30:00,GUARD_CAP_BASE_140DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,140,2,-0.864106042946365,0.503309791821672,3494.95179875616,3606.989272894,-1808.68742632,3838.69754825,4.13183443015441e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-11-14 17:30:00,GUARD_CAP_ADAPTIVE_315DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,315,2,0.821482362489638,-0.570233924033324,3740.8672454407,3714.88193943194,2901.94379328,-2379.67533171,1.39107214636169e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-11-14 19:30:00,GUARD_CAP_BASE_140DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,140,2,-0.864178088538632,0.503186080182785,3489.4048851329,3609.40520446433,-1762.46750965,3907.73743348,4.22232915298082e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-11-14 19:30:00,GUARD_CAP_ADAPTIVE_315DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,315,2,0.821570282830705,-0.570107244621111,3744.94969301968,3717.4580472517,2950.92586849,-2316.33031344,-4.27553459303454e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-12-15 05:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820043112438945,0.572301750601418,3666.27966948868,3671.95107421098,-2363.25184593,3019.9300779,8.87666828930378e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-12-15 05:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.862925934735206,-0.50533041780737,3554.42389292958,3566.68502121226,2301.11321803,-3104.3720367,5.62340574106202e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2011-12-15 05:30:00,GUARD_CAP_ADAPTIVE_325DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,325,2,0.898462148424591,-0.439050985476935,3443.65580127506,3472.80556434252,2469.26516023,-2790.36959467,-8.45830072648823e-11,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-04 03:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.82000085703558,0.572362293011091,3666.11732993591,3671.5806686205,-2371.8132355,3007.23591529,3.11729309032671e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-04 03:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.862891266860546,-0.505389613640606,3552.71762986268,3566.36572652801,2292.32164858,-3115.80067331,-2.34058461501263e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-04 03:30:00,GUARD_CAP_ADAPTIVE_325DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,325,2,0.898434900155016,-0.439106741218404,3440.88487214355,3472.52886932812,2460.46529272,-2801.86311676,-3.25599103234708e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-05 23:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820202943151128,0.572072663257237,3669.68086281281,3677.56026261702,-2267.56307767,3163.61726223,3.44061845680699e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-05 23:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.863057055002485,-0.505106444039706,3575.36774046803,3571.97999010538,2403.01684302,-2972.49642828,-5.84805093239993e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-24 12:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820116484190242,0.572196602890508,3667.96881937977,3674.81672077331,-2315.57989202,3091.46117006,1.53295331983827e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-24 12:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.862986128791659,-0.505227613569553,3565.00877139025,3569.39814263315,2352.00769024,-3038.74673249,-3.62433638656512e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-31 11:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820086293003397,0.572239872805055,3667.5969399975,3673.95657795206,-2331.38795028,3068.04492615,6.8803274189122e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-08-31 11:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.86296136042586,-0.505269918372299,3561.5151560838,3568.59162562904,2335.27891247,-3060.26468741,4.13365341955796e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-09-03 07:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820673409350641,0.571397545658707,3677.37098825248,3691.27577593839,-2031.97789548,3517.30730437,6.93034962750971e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-09-03 07:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.86344291314642,-0.504446563807529,3627.26488922505,3584.84840839011,2653.33353745,-2648.96808894,1.44927980727516e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-10-15 13:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820029857984903,0.572320742253205,3666.38295642536,3672.07292674088,-2363.12795637,3020.2425779,5.34873834112659e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-10-15 13:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.862915060424614,-0.505348986832253,3554.60412536882,3566.81608370241,2301.46728747,-3104.0595367,1.96587279788218e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2012-10-15 13:00:00,GUARD_CAP_ADAPTIVE_325DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,325,2,0.898453601516382,-0.43906847520887,3443.87186100177,3472.94390462735,2469.62752774,-2790.05709467,2.68255462287925e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2013-04-07 02:00:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.820387363036259,0.571808162385265,3672.58898062066,3682.55662902532,-2181.11986766,3293.45736526,-1.54068402480334e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2013-04-07 02:00:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.86320832648824,-0.504847883110716,3594.24521780846,3576.65564107295,2494.75419024,-2853.83513817,2.37378117162734e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2013-04-17 05:30:00,GUARD_CAP_ADAPTIVE_135DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,ADAPTIVE,135,2,-0.819933801125442,0.572458349377476,3664.63918001159,3669.2874272575,-2409.42602072,2950.55412529,3.26963345287368e-10,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
2013-04-17 05:30:00,GUARD_CAP_BASE_320DEG,ARTIFICIAL_GUARD_TRUNCATION_CAP,BASE,320,2,0.8628362493214,-0.505483537671584,3544.4453216238,3564.20241798209,2252.17688469,-3167.63128034,-4.09681888413616e-09,CERTIFIED_FEASIBLE_GUARD_TRUNCATION,GUARD_CAP_NOT_PHYSICAL_BOUNDARY
