timestamp,edge_id,boundary_class,guard_relation,endpoint_status_combination,inward_normal_p13,inward_normal_p30,normal_sign_category,normal_policy,owner_cell_id,parallel_retreat_cap_kw,cap_role,committed_failure_count,original_interior_calibration_count,enrichment_count,locked_interior_calibration_count,locked_calibration_g_e,future_d_e_star_kw,repair_scope,h1_planned_count_pre_repair,h2_targeted
2010-07-01 07:30:00,E0021,VMIN18,NONE,CONVEX-CONVEX,0.971060529234458,0.238833516414457,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3306.4719844388,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.107399643861542,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,13,False
2010-07-01 07:30:00,E0022,VMIN18,NONE,CONVEX-CONVEX,0.969646763553732,0.244510028280586,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3282.11133492751,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,11,0,11,0.106279079990982,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,13,False
2010-07-01 07:30:00,E0023,VMIN18,NONE,CONVEX-CONVEX,0.968175551313203,0.250272055650199,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3259.15110103009,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.105297367268228,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0024,VMIN18,NONE,CONVEX-CONVEX,0.96634850779567,0.257236392217513,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3233.26124354813,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,20,0,20,0.0544419065561468,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,28,False
2010-07-01 07:30:00,E0025,VMIN18,NONE,CONVEX-CONVEX,0.963825502740699,0.266534050857743,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3203.14892661007,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,19,0,19,0.0527812385979624,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,28,False
2010-07-01 07:30:00,E0026,VMIN18,NONE,CONVEX-CONVEX,0.961695691291797,0.274119312254341,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3181.72523438851,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.101538227866584,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0027,VMIN18,NONE,CONVEX-CONVEX,0.96068207164151,0.277650782866855,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3172.41548891427,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,11,0,11,0.100710937632836,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,13,False
2010-07-01 07:30:00,E0028,VMIN18,NONE,CONVEX-CONVEX,0.958607221061179,0.284731796133422,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3155.06018888506,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,19,0,19,0.05048966497873,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,24,False
2010-07-01 07:30:00,E0029,VMIN18,NONE,CONVEX-CONVEX,0.955633850420197,0.294557199761044,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3134.6893319064,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,19,0,19,0.051878430544487,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,22,False
2010-07-01 07:30:00,E0030,VMIN18,NONE,CONVEX-CONVEX,0.952869500893553,0.303380477728662,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3119.84768080443,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.102659257264364,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,9,False
2010-07-01 07:30:00,E0031,CLASS_TRANSITION,NONE,CONVEX-CONVEX,0.924411365301383,0.381396942438757,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3010.47929929797,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.10249262022952,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,9,True
2010-07-01 07:30:00,E0032,VMIN33,NONE,CONVEX-CONVEX,0.411256638676824,0.911519597783965,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2712.5452605528,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,20,0,20,0.0529309075448325,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,17,False
2010-07-01 07:30:00,E0033,VMIN33,NONE,CONVEX-CONVEX,0.397360713782064,0.91766249958392,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2752.19388942499,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,21,0,21,0.0514416021995283,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,16,False
2010-07-01 07:30:00,E0034,VMIN33,NONE,CONVEX-CONVEX,0.390031088407113,0.920801688788614,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2775.21376201659,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,8,0,8,0.120125829830438,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,6,True
2010-07-01 07:30:00,E0035,VMIN33,NONE,CONVEX-CONVEX,0.382322328870539,0.924029023812027,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2800.20349168673,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,11,0,11,0.0863402232348091,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0036,VMIN33,NONE,CONVEX-CONVEX,0.373161684391583,0.92776632688519,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2831.27711219111,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,20,0,20,0.051805929185004,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0037,VMIN33,NONE,CONVEX-CONVEX,0.361007814161132,0.93256279044073,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2875.96637986095,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,19,0,19,0.053355387276141,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0038,VMIN33,NONE,CONVEX-CONVEX,0.348728060685772,0.93722395386073,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2924.88658164254,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,21,0,21,0.055159652740674,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,True
2010-07-01 07:30:00,E0039,VMIN33,NONE,CONVEX-CONVEX,0.338154213069133,0.941090711984554,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,2970.91857191916,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.106071079715787,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0040,VMIN33,NONE,CONVEX-CONVEX,0.330476072812316,0.943814370148362,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3005.90378322608,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.107188729118238,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0041,VMIN33,NONE,CONVEX-CONVEX,0.321804785132792,0.946806041523625,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3047.51758948539,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.108478489968589,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0042,VMIN33,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-CONVEX,0.31244150004385,0.949937002674572,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3095.12468642398,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.110009783887417,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,9,False
2010-07-01 07:30:00,E0043,CLASS_TRANSITION,CROSSES_GUARD_LIMITED_RAY,CONVEX-CONVEX,-0.944233226015469,0.32927741326793,mixed_sign,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,5239.55138909434,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,29,0,29,0.0362013629251053,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,29,True
2010-07-01 07:30:00,E0044,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,-0.935365896072911,-0.353681552337296,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,15,3040.7819305496,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,13,10,0,10,0.115265527718406,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,11,False
2010-07-01 07:30:00,E0045,VMAX13,NONE,REFLEX-REFLEX,-0.940559359159911,-0.339629344869811,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,16,1282.40590328248,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,13,9,0,9,0.111891640770941,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,11,False
2010-07-01 07:30:00,E0046,VMAX13,NONE,REFLEX-REFLEX,-0.944124815256038,-0.329588126633458,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,17,1300.94215331414,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,13,9,0,9,0.109576316947045,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,13,False
2010-07-01 07:30:00,E0047,VMAX13,NONE,REFLEX-REFLEX,-0.946582624573511,-0.322461369555369,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,18,1311.37886452092,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,9,9,0,9,0.107841781950263,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,13,False
2010-07-01 07:30:00,E0048,VMAX13,NONE,REFLEX-CONVEX,-0.479403318911031,0.877594700198838,mixed_sign,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,19,1304.09478594157,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,0,3,3,0.25,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,0,True
2010-07-01 07:30:00,E0049,VMAX13,NONE,CONVEX-REFLEX,-0.948803740528715,-0.315866208953598,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,19,1319.18295582714,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,13,9,0,9,0.105661247624444,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,-0.95105780263285,-0.309013035406559,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,20,1325.24610823029,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,21,19,0,19,0.0552768743781934,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,28,False
2010-07-02 17:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,-0.955276124644672,-0.29571527806973,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,0,1146.73598923648,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,17,19,0,19,0.0531836033903379,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,29,False
2010-07-02 17:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,-0.956820820250354,-0.290678375417642,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,1,1147.02870930885,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,10,19,0,19,0.0515061158914712,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,26,False
2010-07-02 17:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,-0.95848510661592,-0.285142596599437,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,2,1145.74337522908,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,19,0,19,0.050475652991912,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,25,False
2010-07-02 17:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,-0.960045330101162,-0.279844535681781,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,3,1143.00955599389,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,6,19,0,19,0.052051195230267,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,21,False
2010-07-02 17:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,-0.961500434503381,-0.274803410549813,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,4,1138.91848003328,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,17,19,0,19,0.053806950658724,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,19,False
2010-07-02 17:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,-0.962671100145401,-0.270673886706574,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,5,1134.20812466018,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.104805506105478,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-02 17:30:00,E0006,CLASS_TRANSITION,NONE,CONVEX-CONVEX,-0.647992977461545,-0.761646309753104,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,5,1654.25522997207,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.100363384876141,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
