timestamp,certified_production_direction_count,guard_truncation_count,actual_maximum_angular_gap_deg,actual_median_angular_gap_deg,hypothetical_origin_base_maximum_gap_deg,hypothetical_origin_base_median_gap_deg,corresponding_base_direction_displacement_median_deg,corresponding_base_direction_displacement_maximum_deg,interpretation
2011-09-11 00:00:00,49,2,14.348870822566994,6.7157020862447325,14.643132331648019,9.395660134033331,0.39807717142269894,1.6186648533530388,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-09-30 05:30:00,48,3,14.923857381975552,6.692416170773285,16.13121125666737,9.398107660460234,1.6821797953370776,5.916164444860669,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-09-30 11:30:00,49,2,14.4578728544368,6.708069092601846,14.888227026769528,9.395960120967644,0.6608245325981557,2.335971627071558,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-11-14 17:30:00,49,2,25.11990773103085,6.022298114762343,30.34872371420795,8.76445196680065,10.276219659221681,36.79012404029808,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-11-14 19:30:00,49,2,26.296174860919166,5.837627582840666,32.15981063868014,8.631035866027094,10.893396368669642,40.1798077836998,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-12-15 05:30:00,48,3,15.065877756823612,6.641070379079565,16.53815293993148,9.398599125974865,1.95754570178471,7.055542567603993,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-08-04 03:30:00,48,3,15.18041167780552,6.611827963256388,16.706386608473224,9.39913679349516,2.068152265610081,7.526467127616343,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-08-05 23:30:00,49,2,14.383556138771212,6.703494999444331,14.718881537306231,9.395882983982087,0.4815108595048514,1.839917798881288,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-08-24 12:00:00,49,2,14.741889585793729,6.698992584906762,15.604887486994585,9.397411303449694,1.3039291149640917,4.421031121291094,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-08-31 11:30:00,49,2,14.849991474200351,6.642925514868409,15.905552529552551,9.397881267326028,1.5223681427578981,5.277045591722981,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-09-03 07:00:00,49,2,16.331279983791433,6.581176499869159,18.270336890454587,9.522782040839228,3.264965248002653,11.182673413394895,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2012-10-15 13:00:00,48,3,15.062118135730266,6.6421757151667435,16.53281569055207,9.398757256088174,1.9548279801475132,7.043911320358234,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2013-04-07 02:00:00,49,2,14.748645983408352,6.741415335287627,15.215049023092917,9.39235828277068,0.8406902668661473,2.720129869965433,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2013-04-17 05:30:00,48,3,15.698614887961572,6.61788623938773,17.491013450139633,9.440335486198133,2.591782414186383,9.667340475523929,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
