root_voltage_pu,branch_id,from_bus,to_bus,peak_ell_pu2,peak_current_pu,peak_current_a,base_current_a,current_conversion_verified,peak_timestamp,sending_active_power_kw,sending_reactive_power_kvar,sending_apparent_power_kva,receiving_active_power_kw,receiving_reactive_power_kvar,receiving_apparent_power_kva,maximum_soc_gap_pu2,minimum_soc_gap_pu2
1,16,16,17,0.000312884446965653,0.0176885399896558,8.06673248388567,456.042866658472,true,2011-02-05 18:00:00,150.304769963774,60.3776342819004,161.978339895623,150.053135870912,60.0416666528739,161.619755349244,2.49169056344008e-09,-7.68795050143129e-10
1,17,17,18,0.00011634403814215,0.0107862893592815,4.91901032001452,456.042866658472,true,2011-02-05 18:00:00,90.0531358709124,40.0416666528739,98.5540580013065,90,40,98.4885780179611,1.69906239889959e-09,-2.50560976023398e-10
1,18,2,19,0.00157298971050918,0.0396609343121059,18.0870861780461,456.042866658472,true,2011-02-05 18:00:00,361.137523459879,161.078852835426,395.432304802619,360.976569258164,160.925259344156,395.22275067154,1.46009971723474e-08,-1.58409775267891e-10
1,19,19,20,0.000886701359555263,0.0297775311192057,13.5798306536144,456.042866658472,true,2011-02-05 18:00:00,270.976569258164,120.925259344156,296.734257264604,270.144392566863,120.175404080634,295.668937464291,1.53472311461856e-09,-5.59303415403117e-09
1,20,20,21,0.000394360434005948,0.0198585103672443,9.05633199544507,456.042866658472,true,2011-02-05 18:00:00,180.144392566863,80.175404080634,197.180368172841,180.043634499056,80.0576930680853,197.040464227563,7.24857332422518e-09,-4.98141900245427e-10
1,21,21,22,9.86534845109337e-05,0.00993244604873008,4.52962116899348,456.042866658472,true,2011-02-05 18:00:00,90.0436344990565,40.0576930680853,98.5518893159163,90,40,98.4885780179611,1.84344950249635e-09,-5.57220553751469e-10
1,22,3,23,0.0113018064874059,0.106309954789784,48.4818965366657,456.042866658472,true,2011-02-05 18:00:00,939.612756759505,457.243045476914,1044.96092525137,936.431127686136,455.069073306436,1041.14894149661,5.19749338652366e-09,-1.06652633835472e-09
1,23,23,24,0.00918046389629924,0.0958147373648712,43.6956274960045,456.042866658472,true,2011-02-05 18:00:00,846.431127686136,405.069073306436,938.363793027714,841.287452305182,401.00740269103,931.971842074185,3.17120158979016e-09,-1.17107098681919e-09
1,24,24,25,0.00230298203888764,0.0479893950669066,21.885221295518,456.042866658472,true,2011-02-05 18:00:00,421.287452305181,201.00740269103,466.783775860285,420,200,465.18813398452,1.42310102227818e-09,-3.56827964433635e-10
1,25,6,26,0.0205349873440799,0.143300339650958,65.3510976875556,456.042866658472,true,2011-02-05 18:00:00,950.779767202229,973.635973279475,1360.86339291826,948.178870727127,972.311181675901,1358.098746375,1.12792476827678e-08,-1.72691654379276e-10
1,26,26,27,0.0187739789948634,0.137018170309136,62.4861591720772,456.042866658472,true,2011-02-05 18:00:00,888.178870727127,947.311181675901,1298.56081156575,884.849876900032,945.616229505666,1295.04801384138,8.48878917917954e-09,-2.29653238700139e-10
1,27,27,28,0.0171034138372997,0.130780020787962,59.6412955817966,456.042866658472,true,2011-02-05 18:00:00,824.849876900032,920.616229505666,1236.08719815846,813.549020591461,910.652481124823,1221.12650871403,1.39358566808752e-09,-1.37729832307967e-09
1,28,28,29,0.0156117242449981,0.124946885695475,56.9811359326129,456.042866658472,true,2011-02-05 18:00:00,753.549020591461,890.652481124823,1166.66103413466,745.715670638113,883.82825210553,1156.39277092827,1.59726325591749e-09,-7.41228772804803e-10
1,29,29,30,0.0123030668029767,0.110919190417965,50.5839055656456,456.042866658472,true,2011-02-05 18:00:00,625.715670638113,813.82825210553,1026.56540191419,621.820001925901,811.843955825517,1022.61953990991,3.91217641301008e-09,-7.1837591788821e-10
1,30,30,31,0.00262131878545972,0.0511988162505709,23.3488549324307,456.042866658472,true,2011-02-05 18:00:00,421.820001925901,211.843955825516,472.027515770607,420.226363827181,210.268962507508,469.897045584879,2.36517217537017e-09,-4.90944725269006e-10
1,31,31,32,0.00110048273075818,0.0331735245453084,15.1285492308077,456.042866658472,true,2011-02-05 18:00:00,270.226363827181,140.268962507508,304.462919828002,270.013168625977,140.020475089422,304.159242298681,5.01766089429999e-09,-5.66998499331402e-11
1,32,32,33,6.18947046816142e-05,0.00786731877335692,3.5878346063177,456.042866658472,true,2011-02-05 18:00:00,60.013168625977,40.0204750894223,72.1333406609803,60,40,72.1110255092798,1.02770353468172e-08,-1.6005907765987e-10
1.03,1,1,2,0.199174849367394,0.446290095529124,203.527414526385,456.042866658472,true,2011-02-05 18:00:00,3904.33947325752,2426.23020484389,4596.78797959332,3892.88175847644,2420.38950425049,4583.97357515993,4.48132787542795e-08,-7.50947012038983e-10
1.03,2,2,3,0.157485044862868,0.396843854510648,180.977809026833,456.042866658472,true,2011-02-05 18:00:00,3431.81050875411,2199.37350882273,4076.0970546966,3383.36887002844,2174.70069851032,4022.00298840998,7.2187797875824e-09,-8.32856083686669e-09
1.03,3,3,4,0.0813711419253379,0.2852562741209,130.08908898241,456.042866658472,true,2011-02-05 18:00:00,2354.34035612137,1677.89789838276,2891.06552500267,2335.75871428401,1668.43446111915,2870.44287913967,1.00855767755327e-08,-1.53830534765443e-08
1.03,4,4,5,0.0734040163170659,0.270931755829888,123.556494597475,456.042866658472,true,2011-02-05 18:00:00,2215.75871428402,1588.43446111915,2726.29982158904,2198.30485941251,1579.54494857504,2706.9367372522,9.54960621777495e-09,-5.96082828496075e-10
1.03,5,5,6,0.0698570924246494,0.264304923194119,120.534374845394,456.042866658472,true,2011-02-05 18:00:00,2138.30485941251,1549.54494857504,2640.7266461036,2102.60824764142,1518.72992473846,2593.74286068334,3.57769018376848e-09,-2.18919058467097e-08
1.03,6,6,7,0.0153059837342223,0.123717354216061,56.420416872094,456.042866658472,true,2011-02-05 18:00:00,1093.90321665762,526.687592817507,1214.09392875584,1092.1154959097,520.778182567453,1209.92816805146,2.10018655944695e-08,-2.53285865598038e-09
1.03,7,7,8,0.0101723463021675,0.100858050259598,45.9955943659711,456.042866658472,true,2011-02-05 18:00:00,892.115495909536,420.778182567317,986.369270084268,887.600393698493,419.286053624646,981.649251850094,4.25168865053759e-09,-2.03523049901837e-08
1.03,8,8,9,0.0060670598963172,0.0778913338974061,35.5217871984253,456.042866658472,true,2011-02-05 18:00:00,687.600393698325,319.286053624509,758.114691490149,683.701439838095,316.484863472499,753.399182136462,2.32796815075978e-09,-1.64236170226666e-08
1.03,9,9,10,0.00509754974540734,0.0713971270108773,32.5601504732195,456.042866658472,true,2011-02-05 18:00:00,623.701439837926,296.484863472361,690.584361482453,620.381008072763,294.131300726939,686.575427207164,2.24867068646039e-09,-1.02145996190824e-08
1.03,10,10,11,0.00420852331152611,0.0648731324318944,29.5849292833558,456.042866658472,true,2011-02-05 18:00:00,560.381008072594,274.131300726802,623.838796682784,559.864774982188,273.960623458865,623.300079794497,1.95443996711654e-08,-4.24313123428399e-11
1.03,11,11,12,0.00351631081746158,0.0592984891667703,27.0426529881303,456.042866658472,true,2011-02-05 18:00:00,514.86477498202,243.960623458728,569.738994905261,514.043373115449,243.68901675178,568.880414787992,9.7823472222783e-09,-2.55142150964072e-09
1.03,12,12,13,0.00271315816808068,0.0520879848725277,23.7543539397307,456.042866658472,true,2011-02-05 18:00:00,454.043373115282,208.689016751644,499.706404184168,451.558330981144,206.733823519403,496.632459738012,9.84408660593859e-08,-2.88940641834397e-09
1.03,13,13,14,0.0020109714121642,0.0448438559020542,20.4507205975922,456.042866658472,true,2011-02-05 18:00:00,391.558330980979,171.733823519269,427.563366883971,390.878787671312,170.839350798698,426.582126246184,6.05593129493618e-09,-1.12830826565425e-08
1.03,14,14,15,0.000902059096669035,0.0300342986711699,13.696927664077,456.042866658472,true,2011-02-05 18:00:00,270.878787671148,90.8393507985653,285.704576903654,270.546162539106,90.5433088028729,285.295139870291,5.57953089728198e-09,-2.52114259585106e-08
1.03,15,15,16,0.000563189450994062,0.0237316129033419,10.8226327788692,456.042866658472,true,2011-02-05 18:00:00,210.546162538943,80.5433088027408,225.426065823739,210.283921569465,80.3518022660055,225.112726868181,4.19669042054144e-09,-1.10579681497743e-08
1.03,16,16,17,0.000291482785804542,0.0170728669474269,7.78595918478325,456.042866658472,true,2011-02-05 18:00:00,150.283921569304,60.3518022658735,161.949365911039,150.049499541932,60.0388152145883,161.61531995809,2.82768778607414e-08,-3.43996410422652e-09
1.03,17,17,18,0.000108382086504501,0.0104106717604822,4.7477125934907,456.042866658472,true,2011-02-05 18:00:00,90.0494995417719,40.0388152144569,98.5495768205069,90.0000000001565,40.00000000013,98.4885780181569,8.26920772963851e-09,-4.17797635793838e-11
1.03,18,2,19,0.00148151294635419,0.0384904266844912,17.5532845241031,456.042866658472,true,2011-02-05 18:00:00,361.071249722331,161.015995427764,395.346175091703,360.919655765919,160.871334121799,395.148812550812,2.60716666970251e-08,-2.17633733213748e-09
1.03,19,19,20,0.00083503158888133,0.0288969131375884,13.1782311048467,456.042866658472,true,2011-02-05 18:00:00,270.919655765928,120.871334121805,296.660309601257,270.135971589425,120.165174347285,295.657085611822,1.12183496699662e-09,-1.03578093313657e-08
1.03,20,20,21,0.000371365490746047,0.0192708456157494,8.78833167753919,456.042866658472,true,2011-02-05 18:00:00,180.135971589432,80.1651743472894,197.168515332951,180.041088669973,80.0543270001119,197.03677037779,9.50662346556538e-09,-5.73142811035344e-09
1.03,21,21,22,9.28976052598583e-05,0.00963834037891682,4.39549637623133,456.042866658472,true,2011-02-05 18:00:00,90.0410886699829,40.0543270001169,98.548195114411,89.9999999999866,39.9999999999933,98.4885780179461,7.40368956106908e-09,-2.85294020957541e-10
1.03,22,3,23,0.0106159203383769,0.103033588399011,46.9877330155942,456.042866658472,true,2011-02-05 18:00:00,939.028513907085,456.802800127572,1044.24295455365,936.039972134865,454.760762387379,1040.66237581715,7.74373032872159e-09,-1.47355855869657e-08
1.03,23,23,24,0.00862244682510657,0.0928571312560676,42.3468323276991,456.042866658472,true,2011-02-05 18:00:00,846.039972134876,404.760762387388,937.877875428566,841.208945298011,400.945972710305,931.874542351064,3.25170241880185e-09,-2.06792998354473e-08
1.03,24,24,25,0.00216254947554566,0.0465032200556656,21.2074617830355,456.042866658472,true,2011-02-05 18:00:00,421.20894529802,200.945972710313,466.686468142761,419.99999999999,199.999999999991,465.188133984508,7.77495464809259e-09,-7.79334174505573e-11
1.03,25,6,26,0.0191571665811279,0.138409416518992,63.1206270818478,456.042866658472,true,2011-02-05 18:00:00,948.705030983636,972.04233192082,1358.27373193319,946.278644923644,970.806428873514,1355.694802004,1.89492669112098e-08,-6.72828126904463e-09
1.03,26,26,27,0.0175116448656942,0.13233157168905,60.3488693024955,456.042866658472,true,2011-02-05 18:00:00,886.278644923482,945.80642887338,1296.16343002941,883.173487637638,944.225442739454,1292.88711648873,1.30961939776302e-08,-1.62827054218245e-08
1.03,27,27,28,0.0159510287581635,0.126297382230051,57.5970202436531,456.042866658472,true,2011-02-05 18:00:00,823.173487637475,919.22544273932,1233.93273938596,812.634054651484,909.933026706252,1219.9804178224,3.92264492947176e-09,-1.58132710064123e-08
1.03,28,28,29,0.014558715529326,0.120659502441068,55.0259053828095,456.042866658472,true,2011-02-05 18:00:00,752.634054651318,889.933026706113,1165.52083303697,745.329063106327,883.569091022924,1155.94539270764,3.45984861694162e-09,-1.66885909800337e-08
1.03,29,29,30,0.0114722441099456,0.107108562262527,48.8460957778703,456.042866658472,true,2011-02-05 18:00:00,625.329063106159,813.569091022784,1026.1243116859,621.696467822911,811.718793720873,1022.4450587602,6.56699367961359e-09,-8.81160051830832e-09
1.03,30,30,31,0.00244341086523459,0.0494308695577429,22.5425954545341,456.042866658472,true,2011-02-05 18:00:00,421.696467822743,211.718793720731,471.860952600169,420.210989342497,210.250694606941,469.875121864205,1.56114956506096e-08,-2.162079810386e-09
1.03,31,31,32,0.0010257405215062,0.0320271841020437,14.6057688488946,456.042866658472,true,2011-02-05 18:00:00,270.21098934233,140.250694606804,304.440858130199,270.012273859794,140.019083872086,304.157807533055,1.27997689310583e-08,-8.77996552470968e-10
1.03,32,32,33,5.76891551413604e-05,0.00759533772398307,3.46379958888448,456.042866658472,true,2011-02-05 18:00:00,60.0122738596277,40.0190838719494,72.1318243756047,60.0000000001612,40.0000000001336,72.111025509488,2.71283751772251e-08,-3.40023903443582e-09
1.05,1,1,2,0.190844569932385,0.436857608303192,199.225796012152,456.042866658472,true,2011-02-05 18:00:00,3896.19983738611,2420.79339506373,4587.00488711661,3885.22132952355,2415.19697565439,4574.72635362978,7.22488720066028e-08,-5.70116410678057e-11
1.05,2,2,3,0.150826207016207,0.388363498563146,177.110403190251,456.042866658472,true,2011-02-05 18:00:00,3424.19107988734,2194.21986671074,4066.90120055161,3377.79766750331,2170.59028080885,4015.09392788421,1.10531081373103e-08,-2.94980038659243e-10
1.05,3,3,4,0.0778492810831057,0.279014840256044,127.242727590622,456.042866658472,true,2011-02-05 18:00:00,2349.12897289118,1674.05861400027,2884.59341578415,2331.35157141746,1665.00476800382,2864.86317771479,1.5851752949549e-08,-2.53491089664132e-10
1.05,4,4,5,0.070212502076672,0.26497641796332,120.840605244886,456.042866658472,true,2011-02-05 18:00:00,2211.35157141746,1585.00476800382,2720.7197369456,2194.65658818769,1576.50176027645,2702.1982422151,1.50467056029462e-08,-3.16324097232763e-10
1.05,5,5,6,0.0668138503307001,0.258483752546848,117.879671496104,456.042866658472,true,2011-02-05 18:00:00,2134.65658818769,1546.50176027645,2635.98680649795,2100.51505733655,1517.0291567212,2591.0501671021,5.51294358129778e-09,-1.1113479888962e-09
1.05,6,6,7,0.0146439088505062,0.121012019446443,55.1866682484865,456.042866658472,true,2011-02-05 18:00:00,1093.07280050814,525.956753222574,1213.02871090141,1091.36240932145,520.302960133237,1209.04386967691,3.43377867383657e-08,-1.9775902719869e-10
1.05,7,7,8,0.0097291143851047,0.0986362731712057,44.9823687735048,456.042866658472,true,2011-02-05 18:00:00,891.362409321447,420.302960133238,985.485425081517,887.044040228732,418.875846591352,980.971000673789,6.71943128457866e-09,-1.36716428515661e-10
1.05,8,8,9,0.00580035252879227,0.0761600454883811,34.7322454693609,456.042866658472,true,2011-02-05 18:00:00,687.044040228733,318.875846591353,757.437336519117,683.316484003921,316.197796488089,752.929255518341,3.71069843833544e-09,-2.52000237951217e-10
1.05,9,9,10,0.00487289471998677,0.0698061223675027,31.834584154788,456.042866658472,true,2011-02-05 18:00:00,623.316484003922,296.19779648809,690.113450003267,620.14238758022,293.947958026846,686.281270982859,3.64118137687253e-09,-1.40966911740462e-09
1.05,10,10,11,0.00402269204106957,0.0634246958295392,28.9243801030447,456.042866658472,true,2011-02-05 18:00:00,560.142387580222,273.947958026847,623.543886243103,559.648949243211,273.7848171728,623.028949972129,3.27094978190035e-08,-2.84049168165551e-10
1.05,11,11,12,0.00336077949562523,0.0579722303833933,26.4378221306281,456.042866658472,true,2011-02-05 18:00:00,514.648949243213,243.784817172801,569.468680474282,513.863879124516,243.525224008553,568.648064269378,1.51347768255615e-08,-1.69204146272537e-10
1.05,12,12,13,0.00259286705769156,0.0509202028441714,23.2217952758868,456.042866658472,true,2011-02-05 18:00:00,453.863879124518,208.525224008554,499.474914106577,451.48901430374,206.656716605285,496.537338530588,1.87774048397437e-09,-3.74413537283444e-10
1.05,13,13,14,0.00192169965459446,0.0438371948759779,19.991640017507,456.042866658472,true,2011-02-05 18:00:00,391.489014303742,171.656716605287,427.468918959289,390.839637522168,170.801951635597,426.531275454671,9.52923182602687e-09,-5.29895507721668e-10
1.05,14,14,15,0.000861924326340958,0.0293585477559936,13.388756279573,456.042866658472,true,2011-02-05 18:00:00,270.83963752217,90.8019516355985,285.655568253052,270.521811679143,90.5190812575401,285.264359263254,9.28345952896455e-09,-4.88706018693743e-10
1.05,15,15,16,0.000538098001195797,0.0231969394790735,10.5787987777398,456.042866658472,true,2011-02-05 18:00:00,210.521811679145,80.5190812575418,225.394666394811,210.271254178008,80.3361067993887,225.095291797219,6.60593900654133e-09,-2.0730586102354e-10
1.05,16,16,17,0.000278479121595012,0.0166876937170782,7.61030368065492,456.042866658472,true,2011-02-05 18:00:00,150.27125417801,60.3361067993904,161.931762220818,150.047290213604,60.0370827631273,161.612625147765,2.58345148543012e-09,-1.16390292434568e-09
1.05,17,17,18,0.000103544636071415,0.0101756884814451,4.64055014530184,456.042866658472,true,2011-02-05 18:00:00,90.0472902136067,40.0370827631291,98.5468541912686,89.999999999997,39.999999999998,98.4885780179575,8.14192315030441e-09,-7.33242010977906e-10
1.05,18,2,19,0.00142491047670167,0.0377479863926762,17.2146999251011,456.042866658472,true,2011-02-05 18:00:00,361.030249636205,160.977108943651,395.292892367466,360.884447456598,160.837974546648,395.10307322561,4.07528910948846e-08,-1.33575064468247e-10
1.05,19,19,20,0.000803066862931741,0.0283384343768625,12.9235408498374,456.042866658472,true,2011-02-05 18:00:00,270.884447456598,120.837974546648,296.614564656564,270.130762444518,120.158846328743,295.649754219264,1.75226345008184e-09,-1.14619267449714e-09
1.05,20,20,21,0.000357140826588934,0.0188981699269779,8.61837558809795,456.042866658472,true,2011-02-05 18:00:00,180.130762444519,80.158846328743,197.161183359196,180.039513889849,80.0522448426527,197.034485474095,1.69959688721068e-08,-6.11995406971843e-10
1.05,21,21,22,8.9337175965825e-05,0.00945183452911788,4.31044171384045,456.042866658472,true,2011-02-05 18:00:00,90.0395138898499,40.0522448426533,98.5459100036949,89.9999999999988,39.9999999999993,98.4885780179597,9.09402264509565e-09,-7.45076227792235e-10
1.05,22,3,23,0.0101934366883838,0.100962550920546,46.0432511469577,456.042866658472,true,2011-02-05 18:00:00,938.668694612126,456.531666808581,1043.80078609084,935.799088362766,454.570896403711,1040.36274137334,1.22109751609178e-08,-5.86025131579012e-10
1.05,23,23,24,0.00827878223928994,0.0909878136856246,41.4943433841792,456.042866658472,true,2011-02-05 18:00:00,845.799088362767,404.570896403711,937.578641017483,841.160611607177,400.908152676107,931.814638971468,4.8355042535055e-09,-4.72423546781636e-10
1.05,24,24,25,0.00207609064405581,0.0455641376968314,20.7791999720843,456.042866658472,true,2011-02-05 18:00:00,421.160611607177,200.908152676107,466.626560089605,419.999999999999,200,465.18813398452,5.0529279564266e-09,-1.53998947667881e-10
1.05,25,6,26,0.0183181236129357,0.135344462808553,61.7228768055634,456.042866658472,true,2011-02-05 18:00:00,947.442256828415,971.072403498627,1356.69762396074,945.122141294032,969.890630364365,1354.23177367569,3.16945908391912e-08,-7.7982008871158e-11
1.05,26,26,27,0.0167431142686788,0.129395186420047,59.0097517468058,456.042866658472,true,2011-02-05 18:00:00,885.122141294033,944.890630364366,1294.70440964697,882.153259520913,943.379028701556,1291.57205183345,2.06802301698701e-08,-4.06215398558035e-10
1.05,27,27,28,0.0152496022116969,0.12348927974402,56.316405136053,456.042866658472,true,2011-02-05 18:00:00,822.153259520914,918.379028701558,1232.62160556258,812.077284923291,909.495235045467,1219.28302672464,3.55420050291919e-09,-1.15433292059101e-09
1.05,28,28,29,0.0139178560603096,0.117973963484786,53.8011844986637,456.042866658472,true,2011-02-05 18:00:00,752.077284923292,889.495235045468,1164.82703251006,745.093851485077,883.411433171787,1155.67322707567,5.58926600561691e-09,-3.62062976605113e-10
1.05,29,29,30,0.0109666762128671,0.10472189939486,47.7576752019519,456.042866658472,true,2011-02-05 18:00:00,625.093851485078,813.411433171788,1025.85597565108,621.621340274369,811.642676229979,1022.33894798265,1.03553504666575e-08,-3.38805334373742e-10
1.05,30,30,31,0.00233521468148739,0.0483240590336469,22.0378424102776,456.042866658472,true,2011-02-05 18:00:00,421.621340274371,211.64267622998,471.759660183599,420.201639967124,210.239585716969,469.861789927105,4.19754754833228e-09,-8.29983904243332e-10
1.05,31,31,32,0.000980289055752692,0.0313095681182716,14.2785051984953,456.042866658472,true,2011-02-05 18:00:00,270.201639967126,140.23958571697,304.427442329025,270.011729742605,140.018237857859,304.156935037513,1.96099981299677e-08,-1.16827016055041e-10
1.05,32,32,33,5.51317165515747e-05,0.00742507350479271,3.38615180627554,456.042866658472,true,2011-02-05 18:00:00,60.0117297426068,40.0182378578607,72.1309023092599,59.9999999999984,39.9999999999986,72.1110255092777,4.95417596548353e-08,-1.07331769524481e-10
