timestamp,number_of_positive_area_components,component_id,component_area_kw2,component_area_over_polygon_area,component_area_over_hull_area,left_hull_vertex_index,right_hull_vertex_index,boundary_run_vertex_indices,boundary_run_interior_vertex_count,boundary_run_primary_classes,boundary_run_classification,binding_family_attribution,zero_area_contact_note,candidate_boundary_runs,zero_area_boundary_runs,positive_area_component_vertex_touch_pairs
2010-12-21 11:30:00,2,20101221T113000_C01,122895.721670732,0.0075796304493041,0.00742694194747712,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2010-12-21 11:30:00,2,20101221T113000_C02,210442.440749415,0.0129791005744182,0.0127176419934195,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2010-12-21 12:00:00,2,20101221T120000_C01,122075.94260332,0.00753017644640761,0.00737963678005863,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2010-12-21 12:00:00,2,20101221T120000_C02,208629.160163726,0.01286915631693,0.0126118823324581,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-01-21 18:00:00,3,20110121T180000_C01,92864.5480204962,0.00572565712051991,0.00564235248882586,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-01-21 18:00:00,3,20110121T180000_C02,11.3295191869593,6.98532901819141e-07,6.88369696987389e-07,35,37,35;36;37,1,VMIN_BUS_33,VMIN / bus 33,VMIN,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-01-21 18:00:00,3,20110121T180000_C03,146584.436213678,0.00903781086382933,0.00890631652361927,46,5,46;47;48;49;50;51;52;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-02-05 11:30:00,2,20110205T113000_C01,87962.7014873913,0.0054263136152808,0.0053505172596137,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-02-05 11:30:00,2,20110205T113000_C02,141676.603706443,0.00873985985718288,0.00861777890624961,45,6,45;46;47;48;49;50;51;52;0;1;2;3;4;5;6,13,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-02-05 17:30:00,2,20110205T173000_C01,128707.299902854,0.00789592444358617,0.00773970289818342,7,21,7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,13,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-02-05 17:30:00,2,20110205T173000_C02,200308.561696368,0.0122885125377638,0.012045383258467,45,7,45;46;47;48;49;50;51;52;53;0;1;2;3;4;5;6;7,15,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-02-05 18:00:00,2,20110205T180000_C01,116557.025484941,0.00716520739367177,0.00703574901840688,8,21,8;9;10;11;12;13;14;15;16;17;18;19;20;21,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-02-05 18:00:00,2,20110205T180000_C02,182758.678914033,0.0112348769365404,0.0110318892441269,45,7,45;46;47;48;49;50;51;52;53;0;1;2;3;4;5;6;7,15,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-02-06 00:00:00,2,20110206T000000_C01,79450.9684393859,0.00502825967398737,0.00496583810433629,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-02-06 00:00:00,2,20110206T000000_C02,119169.328129396,0.00754193861672508,0.00744831185971737,44,5,44;45;46;47;48;49;50;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-04 18:00:00,2,20110304T180000_C01,103780.472071108,0.00640714508796403,0.00630091268061005,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-04 18:00:00,2,20110304T180000_C02,169308.80350186,0.0104526993090062,0.0102793903865926,46,5,46;47;48;49;50;51;52;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-08 11:30:00,2,20110308T113000_C01,123587.809852363,0.00762213887243331,0.00746795094185664,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-08 11:30:00,2,20110308T113000_C02,211183.091873912,0.013024479159358,0.0127610075115658,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-08 12:30:00,2,20110308T123000_C01,120549.681056841,0.00743724850697019,0.0072905745253929,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-03-08 12:30:00,2,20110308T123000_C02,205546.040014901,0.0126810537017817,0.0124309638150054,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-05-11 17:30:00,2,20110511T173000_C01,132384.969037218,0.00813813477573848,0.00797944445666105,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-05-11 17:30:00,2,20110511T173000_C02,191127.912235872,0.0117492546207701,0.0115201489330331,45,5,45;46;47;48;49;50;51;52;0;1;2;3;4;5,12,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-05-11 18:00:00,2,20110511T180000_C01,130966.224212351,0.00805326966678526,0.00789832387016067,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-05-11 18:00:00,2,20110511T180000_C02,188064.071353173,0.0115642845348046,0.0113417864248718,45,6,45;46;47;48;49;50;51;52;0;1;2;3;4;5;6,13,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-05-16 07:30:00,3,20110516T073000_C01,90615.3265956118,0.00558444152673414,0.00550531765708528,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-05-16 07:30:00,3,20110516T073000_C02,3.93671731455493,2.4261202245094e-07,2.39174543170737e-07,26,28,26;27;28,1,VMIN_BUS_18,VMIN / bus 18,VMIN,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-05-16 07:30:00,3,20110516T073000_C03,142590.671805708,0.00878757820418511,0.00866307028534873,46,5,46;47;48;49;50;51;52;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,3,0,0
2011-09-11 00:00:00,2,20110911T000000_C01,118211.712358882,0.00729505123395672,0.00715460305946562,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-09-11 00:00:00,2,20110911T000000_C02,199887.590149114,0.0123354123045182,0.0120979244399094,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-09-30 05:30:00,2,20110930T053000_C01,127784.904621301,0.00799137342740179,0.0078685290738944,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-09-30 05:30:00,2,20110930T053000_C02,121858.313955326,0.00762073810624614,0.00750359120347459,47,6,47;48;49;50;51;0;1;2;3;4;5;6,10,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-09-30 11:30:00,2,20110930T113000_C01,119439.462555407,0.00736977855122868,0.00722580496085157,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-09-30 11:30:00,2,20110930T113000_C02,203476.863314601,0.0125551420849001,0.012309868923557,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-11-14 17:30:00,2,20111114T173000_C01,131912.563243244,0.00810976650681622,0.00795210367507873,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-11-14 17:30:00,2,20111114T173000_C02,190584.005338471,0.0117167898585882,0.0114890025028825,45,5,45;46;47;48;49;50;51;52;0;1;2;3;4;5,12,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2011-11-14 19:30:00,2,20111114T193000_C01,126109.260894801,0.00776158921938181,0.00761279385512318,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-11-14 19:30:00,2,20111114T193000_C02,191462.339321903,0.0117838453596057,0.0115579403918097,45,6,45;46;47;48;49;50;51;52;0;1;2;3;4;5;6,13,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-12-15 05:30:00,2,20111215T053000_C01,135770.824753428,0.00849114552848333,0.00835538252629989,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2011-12-15 05:30:00,2,20111215T053000_C02,124038.819057592,0.00775742259584842,0.00763339092340974,47,6,47;48;49;50;51;0;1;2;3;4;5;6,10,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2012-08-04 03:30:00,2,20120804T033000_C01,139173.216564548,0.00870416833325452,0.00856249512693143,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2012-08-04 03:30:00,2,20120804T033000_C02,125381.658506124,0.00784161700418678,0.00771398309578724,47,6,47;48;49;50;51;0;1;2;3;4;5;6,10,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2012-08-05 23:30:00,2,20120805T233000_C01,118821.6509282,0.00733232073144482,0.0071902523808972,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-08-05 23:30:00,2,20120805T233000_C02,201368.03061935,0.0124261443434469,0.0121853799394882,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-08-24 12:00:00,2,20120824T120000_C01,123472.559987442,0.00761502114392906,0.00746103833107849,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-08-24 12:00:00,2,20120824T120000_C02,211163.175142833,0.0130232340181124,0.0127598921089282,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-08-31 11:30:00,2,20120831T113000_C01,124961.227324751,0.00770479927269266,0.00754651968478174,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-08-31 11:30:00,2,20120831T113000_C02,215205.753052054,0.0132690528501741,0.0129964668758013,47,6,47;48;49;50;51;52;0;1;2;3;4;5;6,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-09-03 07:00:00,2,20120903T070000_C01,97309.5825304636,0.00600432001299408,0.00591193458315916,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-09-03 07:00:00,2,20120903T070000_C02,155949.857598794,0.00962261708101439,0.00947455874747413,46,5,46;47;48;49;50;51;52;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2012-10-15 13:00:00,2,20121015T130000_C01,136049.783266627,0.00850866007063544,0.00837241855515502,6,19,6;7;8;9;10;11;12;13;14;15;16;17;18;19,12,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2012-10-15 13:00:00,2,20121015T130000_C02,124142.981023829,0.00776399932675387,0.00763968139353235,47,6,47;48;49;50;51;0;1;2;3;4;5;6,10,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2013-04-07 02:00:00,2,20130407T020000_C01,110665.148491184,0.00683281268504653,0.00671108440730703,6,18,6;7;8;9;10;11;12;13;14;15;16;17;18,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2013-04-07 02:00:00,2,20130407T020000_C02,183106.670503141,0.011305579019127,0.0111041672833921,46,5,46;47;48;49;50;51;52;0;1;2;3;4;5,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,0
2013-04-17 05:30:00,2,20130417T053000_C01,151919.360633525,0.00950116502695014,0.00933778319474562,7,19,7;8;9;10;11;12;13;14;15;16;17;18;19,11,VMAX_BUS_30,VMAX / bus 30,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
2013-04-17 05:30:00,2,20130417T053000_C02,127847.479899688,0.00799568929029955,0.00785819558691878,47,7,47;48;49;50;51;0;1;2;3;4;5;6;7,11,VMAX_BUS_13,VMAX / bus 13,VMAX,POSITIVE_AREA_COMPONENT;VERTEX_ONLY_CONTACTS_WITH_OTHER_COMPONENTS_REMAIN_DISTINCT,2,0,1
