timestamp,outer_hull_irredundant_facets,vmax_bus13_pocket_hull_facets,vmax_bus30_pocket_hull_facets,number_of_vmax_forbidden_pocket_disjunction_groups,total_vmax_pocket_facets,total_geometric_inequalities_outer_plus_vmax_pockets,vmin_positive_area_pocket_count_resolution_qualified,vmin_classification,vmin_exact_identity_incorporation,full_partition_exact_convex_cells,full_partition_total_geometric_inequalities,full_partition_conceptual_cell_alternatives,pocket_difference_status,complexity_semantics,scientific_status
2011-03-08 11:30:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,99,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-03-08 12:30:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,98,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-05-11 17:30:00,29,14,14,2,28,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,25,103,25,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-05-11 18:00:00,28,12,14,2,26,54,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,25,103,25,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-05-16 07:30:00,30,12,13,2,25,55,1,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,97,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-09-11 00:00:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,99,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-09-30 05:30:00,30,12,11,2,23,53,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,95,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-09-30 11:30:00,31,13,12,2,25,56,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,97,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-11-14 17:30:00,29,14,14,2,28,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,25,103,25,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-11-14 19:30:00,28,13,14,2,27,55,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,25,103,25,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2011-12-15 05:30:00,30,12,12,2,24,54,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,96,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-08-04 03:30:00,30,12,12,2,24,54,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,95,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-08-05 23:30:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,98,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-08-24 12:00:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,99,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-08-31 11:30:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,99,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-09-03 07:00:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,98,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2012-10-15 13:00:00,30,12,12,2,24,54,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,95,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2013-04-07 02:00:00,31,13,13,2,26,57,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,23,99,23,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
2013-04-17 05:30:00,30,12,13,2,25,55,0,VMIN_NONCONVEXITY_NOT_RESOLVABLE_ABOVE_BOUNDARY_SEARCH_RESOLUTION,NOT_REQUIRED_BY_PRIOR_RESOLUTION_QUALIFIED_EVIDENCE,22,96,22,GEOMETRIC_CONSERVATIVE_FORBIDDEN_REGION_APPROXIMATION,REPRESENTATION_INDEPENDENT_GEOMETRIC_COMPLEXITY;TWO_VMAX_DISJUNCTION_GROUPS;NO_BINARY_COUNT_OR_CARTESIAN_EXPANSION_METRIC,GEOMETRIC_ONLY;NOT_AC_INTERIOR_CERTIFIED
